customer_id,tenure,contract,monthly_charges,total_charges,internet_service,tech_support,online_security,payment_method,paperless_billing,senior_citizen,partner,dependents,num_support_calls,churn
CUST-12290,28,Month-to-month,42.93,1147.49,Fiber optic,Yes,No,Electronic check,No,1,Yes,No,4,1
CUST-12291,23,Month-to-month,97.92,2316.66,DSL,Yes,No,Credit card,No,1,No,No,0,1
CUST-12292,17,Month-to-month,75.49,1280.8,Fiber optic,Yes,Yes,Credit card,No,0,Yes,No,1,1
CUST-12293,54,One year,34.44,1809.13,Fiber optic,No,Yes,Mailed check,Yes,0,No,No,1,0
CUST-12294,52,Two year,59.19,3038.22,Fiber optic,No,No,Mailed check,No,0,No,Yes,2,0
CUST-12295,58,Month-to-month,18.0,1048.64,Fiber optic,No,No,Bank transfer,No,0,Yes,Yes,0,1
CUST-12296,12,Month-to-month,66.06,792.38,Fiber optic,No,No,Mailed check,No,0,Yes,No,0,0
CUST-12297,35,One year,59.05,2039.14,Fiber optic,No,Yes,Bank transfer,No,0,Yes,No,2,0
CUST-12298,16,Month-to-month,47.77,785.42,DSL,No,No,Electronic check,Yes,1,Yes,No,2,0
CUST-12299,65,One year,112.54,7343.25,DSL,Yes,No,Mailed check,No,0,No,Yes,1,0
CUST-12300,19,Month-to-month,30.32,592.59,Fiber optic,Yes,No,Credit card,Yes,0,No,No,1,0
CUST-12301,10,One year,86.19,939.98,DSL,No,Yes,Credit card,No,0,No,Yes,0,0
CUST-12302,41,Two year,120.0,4573.92,Fiber optic,No,No,Electronic check,No,0,No,Yes,2,1
CUST-12303,64,Month-to-month,97.32,5962.36,DSL,No,Yes,Credit card,No,0,No,No,2,0
CUST-12304,66,Month-to-month,64.05,3993.67,Fiber optic,No,No,Electronic check,Yes,0,No,Yes,2,1
CUST-12305,7,Month-to-month,30.98,235.38,Fiber optic,No,Yes,Credit card,No,0,No,No,2,1
CUST-12306,23,One year,24.14,568.4,Fiber optic,Yes,No,Mailed check,No,0,No,No,1,0
CUST-12307,11,Month-to-month,52.65,599.74,Fiber optic,No,Yes,Mailed check,No,0,Yes,Yes,0,0
CUST-12308,22,Two year,44.39,922.46,Fiber optic,No,Yes,Bank transfer,Yes,0,Yes,No,3,0
CUST-12309,38,One year,43.41,1637.26,No,No,Yes,Credit card,No,0,No,No,1,0
CUST-12310,20,Month-to-month,55.21,1044.66,Fiber optic,Yes,No,Mailed check,No,0,Yes,Yes,2,0
CUST-12311,4,One year,61.93,281.71,Fiber optic,Yes,No,Mailed check,Yes,0,No,No,0,1
CUST-12312,37,Month-to-month,79.56,2940.96,DSL,Yes,No,Credit card,Yes,1,No,Yes,1,1
CUST-12313,3,Two year,27.87,109.6,Fiber optic,No,No,Credit card,No,0,Yes,No,0,0
CUST-12314,16,Month-to-month,44.53,705.39,Fiber optic,No,Yes,Bank transfer,No,0,No,No,3,0
CUST-12315,0,One year,60.21,57.61,Fiber optic,Yes,Yes,Electronic check,Yes,0,Yes,Yes,2,0
CUST-12316,6,Two year,59.14,395.23,Fiber optic,No,Yes,Credit card,Yes,0,Yes,No,1,0
CUST-12317,31,One year,120.0,3477.35,No,No,No,Bank transfer,No,0,Yes,No,3,0
CUST-12318,62,Two year,71.97,4327.74,No,No,No,Bank transfer,No,0,Yes,Yes,2,0
CUST-12319,56,Month-to-month,18.0,924.53,Fiber optic,No,Yes,Electronic check,Yes,0,Yes,No,2,0
CUST-12320,7,Two year,77.55,609.23,No,No,No,Credit card,No,0,Yes,No,3,1
CUST-12321,2,One year,81.37,237.96,No,No,No,Bank transfer,Yes,0,No,No,1,1
CUST-12322,24,One year,61.25,1421.57,DSL,No,No,Electronic check,Yes,0,Yes,No,0,0
CUST-12323,47,Month-to-month,28.6,1271.53,Fiber optic,No,Yes,Mailed check,No,0,No,No,0,0
CUST-12324,54,Month-to-month,117.74,5951.25,DSL,Yes,No,Mailed check,Yes,0,Yes,No,1,0
CUST-12325,60,One year,32.9,1997.42,DSL,No,No,Credit card,Yes,0,Yes,Yes,0,1
CUST-12326,24,Month-to-month,84.82,2087.8,DSL,No,No,Mailed check,No,1,Yes,No,2,0
CUST-12327,12,One year,71.0,908.02,Fiber optic,No,No,Credit card,Yes,0,Yes,Yes,3,0
CUST-12328,1,Two year,83.02,157.18,DSL,No,Yes,Bank transfer,Yes,0,No,No,3,1
CUST-12329,10,Two year,116.21,1254.22,DSL,No,No,Mailed check,Yes,0,Yes,Yes,0,0
CUST-12330,4,Month-to-month,81.85,392.53,DSL,Yes,No,Mailed check,Yes,0,Yes,Yes,2,0
CUST-12331,62,Two year,48.24,2826.22,Fiber optic,Yes,No,Credit card,No,1,No,No,1,1
CUST-12332,19,Month-to-month,98.18,1851.76,No,Yes,No,Mailed check,Yes,0,No,Yes,4,1
CUST-12333,60,Month-to-month,46.07,2644.21,No,Yes,No,Bank transfer,Yes,0,No,No,4,1
CUST-12334,40,Two year,69.91,2680.52,Fiber optic,Yes,Yes,Electronic check,Yes,0,Yes,Yes,0,0
CUST-12335,39,Month-to-month,26.21,968.96,DSL,No,Yes,Mailed check,No,0,Yes,No,0,1
CUST-12336,33,Month-to-month,34.0,1086.44,No,Yes,No,Bank transfer,No,0,Yes,No,1,0
CUST-12337,59,Month-to-month,66.54,3832.42,DSL,No,No,Mailed check,Yes,0,Yes,No,3,1
CUST-12338,3,Month-to-month,76.04,279.71,No,No,No,Credit card,No,0,No,No,1,0
CUST-12339,6,Two year,18.0,115.19,Fiber optic,Yes,Yes,Electronic check,No,0,Yes,No,2,1
CUST-12340,30,Month-to-month,79.92,2400.77,Fiber optic,No,No,Credit card,Yes,0,Yes,Yes,1,1
CUST-12341,28,Month-to-month,40.42,1116.66,DSL,No,No,Electronic check,Yes,1,No,No,0,0
CUST-12342,39,One year,103.39,3867.68,DSL,No,No,Mailed check,No,0,No,Yes,0,0
CUST-12343,53,Month-to-month,54.44,2912.69,Fiber optic,No,Yes,Bank transfer,No,0,Yes,Yes,2,0
CUST-12344,42,One year,31.29,1272.99,Fiber optic,Yes,Yes,Mailed check,Yes,1,No,Yes,2,0
CUST-12345,18,Two year,67.27,1192.72,No,Yes,No,Bank transfer,Yes,0,Yes,No,3,0
CUST-12346,23,One year,37.51,829.68,Fiber optic,No,No,Credit card,No,0,Yes,Yes,1,0
CUST-12347,54,Two year,103.07,5285.17,Fiber optic,Yes,No,Mailed check,No,0,No,No,1,0
CUST-12348,14,Month-to-month,65.02,904.47,DSL,No,No,Bank transfer,Yes,0,Yes,No,1,1
CUST-12349,36,Two year,60.45,2206.86,Fiber optic,Yes,Yes,Credit card,Yes,1,Yes,No,0,0
CUST-12350,39,Month-to-month,82.75,3274.25,DSL,No,No,Credit card,Yes,1,Yes,No,0,0
CUST-12351,54,Month-to-month,34.85,1804.16,Fiber optic,No,Yes,Electronic check,No,0,No,Yes,2,0
CUST-12352,52,One year,26.33,1292.36,Fiber optic,Yes,Yes,Bank transfer,No,1,No,No,3,0
CUST-12353,33,Month-to-month,77.25,2398.09,No,Yes,No,Credit card,Yes,0,No,No,0,0
CUST-12354,22,Two year,32.01,715.33,Fiber optic,Yes,Yes,Credit card,No,0,Yes,No,3,0
CUST-12355,26,One year,32.0,853.55,DSL,No,No,Credit card,Yes,0,Yes,No,3,0
CUST-12356,30,Two year,90.1,2628.62,No,No,No,Electronic check,No,0,Yes,No,0,0
CUST-12357,16,Month-to-month,80.75,1355.58,Fiber optic,Yes,Yes,Credit card,Yes,0,Yes,No,1,0
CUST-12358,45,Month-to-month,27.39,1165.13,Fiber optic,No,Yes,Credit card,Yes,0,No,No,2,0
CUST-12359,15,One year,46.43,713.81,Fiber optic,Yes,Yes,Bank transfer,Yes,1,No,No,0,0
CUST-12360,47,Month-to-month,37.89,1651.6,No,No,No,Electronic check,Yes,0,Yes,No,3,0
CUST-12361,54,Month-to-month,118.29,6221.72,DSL,No,No,Electronic check,No,1,No,No,0,0
CUST-12362,70,One year,92.18,6308.3,Fiber optic,No,No,Mailed check,Yes,0,Yes,No,3,0
CUST-12363,8,Two year,52.37,454.57,Fiber optic,No,No,Credit card,Yes,0,Yes,Yes,0,1
CUST-12364,55,One year,82.29,4506.3,DSL,Yes,No,Electronic check,No,0,Yes,No,1,0
CUST-12365,6,Month-to-month,24.31,154.77,No,Yes,No,Bank transfer,Yes,0,No,No,2,1
CUST-12366,24,Month-to-month,44.82,1039.66,Fiber optic,No,No,Electronic check,Yes,0,No,Yes,2,1
CUST-12367,12,One year,68.15,858.76,DSL,Yes,No,Credit card,Yes,0,No,Yes,0,0
CUST-12368,11,Month-to-month,78.57,904.38,DSL,Yes,No,Electronic check,No,0,Yes,No,2,1
CUST-12369,12,Month-to-month,62.08,802.96,No,Yes,Yes,Electronic check,No,0,No,Yes,0,1
CUST-12370,3,Month-to-month,72.44,283.51,Fiber optic,No,No,Electronic check,No,0,No,Yes,1,1
CUST-12371,60,Month-to-month,67.35,3891.01,DSL,No,No,Bank transfer,No,0,Yes,No,0,1
CUST-12372,4,Month-to-month,60.09,286.44,DSL,No,Yes,Credit card,Yes,0,No,No,5,0
CUST-12373,29,Month-to-month,56.12,1626.31,DSL,Yes,No,Mailed check,Yes,0,Yes,Yes,1,0
CUST-12374,51,One year,52.21,2446.2,DSL,Yes,Yes,Bank transfer,No,0,No,No,3,1
CUST-12375,72,Month-to-month,71.96,4919.1,Fiber optic,Yes,No,Bank transfer,Yes,0,Yes,Yes,0,0
CUST-12376,62,One year,77.32,4443.42,DSL,No,No,Mailed check,No,1,No,Yes,0,1
CUST-12377,10,Month-to-month,70.95,721.09,DSL,Yes,Yes,Credit card,Yes,0,Yes,Yes,2,1
CUST-12378,72,Two year,29.64,2126.83,DSL,No,No,Mailed check,Yes,0,No,No,2,0
CUST-12379,47,Month-to-month,35.03,1605.52,Fiber optic,No,No,Electronic check,Yes,0,No,No,0,1
CUST-12380,13,Month-to-month,76.97,1062.54,Fiber optic,No,No,Electronic check,Yes,0,No,Yes,0,1
CUST-12381,32,Month-to-month,109.15,3561.9,Fiber optic,No,No,Electronic check,No,0,Yes,No,2,0
CUST-12382,67,Month-to-month,69.57,4638.96,Fiber optic,No,No,Electronic check,No,0,Yes,Yes,1,0
CUST-12383,28,Month-to-month,52.65,1490.52,No,No,No,Electronic check,No,0,Yes,Yes,1,1
CUST-12384,13,Two year,71.73,920.48,Fiber optic,Yes,No,Electronic check,No,0,Yes,Yes,1,0
CUST-12385,63,Two year,30.9,1833.1,No,No,No,Electronic check,Yes,0,No,No,1,0
CUST-12386,69,Month-to-month,104.27,7082.91,Fiber optic,No,Yes,Bank transfer,Yes,0,No,No,3,1
CUST-12387,71,Month-to-month,70.6,4727.91,DSL,No,Yes,Electronic check,No,0,No,No,2,0
CUST-12388,69,One year,44.92,2947.92,No,Yes,Yes,Bank transfer,Yes,0,No,Yes,0,0
CUST-12389,63,One year,60.0,3815.56,Fiber optic,No,No,Electronic check,Yes,0,Yes,No,2,0
CUST-12390,33,Month-to-month,49.19,1623.27,Fiber optic,No,No,Credit card,Yes,0,No,No,0,0
CUST-12391,14,One year,104.35,1425.42,DSL,No,No,Mailed check,No,0,No,Yes,0,0
CUST-12392,45,Month-to-month,58.93,2635.2,Fiber optic,No,Yes,Mailed check,No,1,Yes,No,1,0
CUST-12393,16,One year,69.66,1159.8,No,No,No,Bank transfer,Yes,0,No,No,0,0
CUST-12394,34,Month-to-month,82.21,2852.41,DSL,Yes,No,Credit card,Yes,0,No,No,0,0
CUST-12395,47,Month-to-month,42.78,1988.78,DSL,No,Yes,Credit card,Yes,0,Yes,No,2,0
CUST-12396,69,Month-to-month,70.81,4508.47,DSL,Yes,No,Mailed check,Yes,0,Yes,Yes,1,0
CUST-12397,21,One year,73.23,1573.24,Fiber optic,No,Yes,Mailed check,Yes,1,Yes,No,0,0
CUST-12398,18,Month-to-month,18.38,337.22,No,No,No,Mailed check,No,1,No,No,1,0
CUST-12399,53,One year,72.58,3706.16,Fiber optic,Yes,Yes,Electronic check,No,0,No,No,4,0
CUST-12400,0,One year,63.63,62.11,No,Yes,No,Mailed check,No,0,Yes,Yes,4,1
CUST-12401,41,One year,68.9,2756.38,Fiber optic,No,No,Credit card,No,0,No,No,1,0
CUST-12402,54,Month-to-month,66.07,3609.25,Fiber optic,No,No,Mailed check,No,0,No,No,2,1
CUST-12403,40,Month-to-month,72.78,2963.57,DSL,No,Yes,Mailed check,No,0,Yes,No,1,0
CUST-12404,28,Month-to-month,105.12,2812.36,DSL,Yes,Yes,Electronic check,Yes,0,Yes,No,2,0
CUST-12405,60,One year,29.61,1705.17,Fiber optic,No,No,Mailed check,No,0,Yes,No,0,0
CUST-12406,27,Two year,54.74,1409.88,DSL,Yes,Yes,Electronic check,Yes,0,No,No,0,0
CUST-12407,51,Month-to-month,85.0,4124.18,DSL,Yes,Yes,Mailed check,Yes,0,No,Yes,1,0
CUST-12408,33,Two year,79.43,2490.81,No,No,No,Mailed check,Yes,0,No,No,3,1
CUST-12409,1,Month-to-month,78.78,149.87,Fiber optic,No,No,Credit card,No,0,Yes,No,1,0
CUST-12410,38,Month-to-month,120.0,4212.3,DSL,No,No,Bank transfer,No,0,Yes,No,4,1
CUST-12411,3,Month-to-month,83.42,326.72,Fiber optic,Yes,Yes,Mailed check,No,0,No,Yes,2,0
CUST-12412,67,One year,98.93,6161.44,Fiber optic,Yes,No,Bank transfer,Yes,0,No,No,2,0
CUST-12413,43,Month-to-month,55.79,2276.57,No,No,No,Credit card,No,0,Yes,No,1,0
CUST-12414,27,Month-to-month,35.21,904.54,Fiber optic,Yes,Yes,Electronic check,No,0,Yes,No,0,0
CUST-12415,35,One year,55.57,1871.28,DSL,Yes,Yes,Mailed check,No,0,No,No,4,1
CUST-12416,45,Month-to-month,86.36,3605.91,DSL,Yes,Yes,Bank transfer,Yes,0,Yes,Yes,3,0
CUST-12417,18,Month-to-month,77.2,1446.1,DSL,Yes,No,Electronic check,Yes,1,No,No,1,1
CUST-12418,21,Month-to-month,77.1,1596.96,Fiber optic,No,Yes,Bank transfer,Yes,1,Yes,Yes,0,1
CUST-12419,30,Month-to-month,58.57,1801.91,Fiber optic,Yes,No,Electronic check,No,0,Yes,No,1,0
CUST-12420,18,Month-to-month,53.79,924.61,Fiber optic,No,Yes,Credit card,Yes,0,No,No,2,1
CUST-12421,55,Month-to-month,59.6,3061.45,Fiber optic,No,Yes,Credit card,No,0,No,No,4,0
CUST-12422,7,One year,86.73,682.45,DSL,No,No,Electronic check,Yes,0,Yes,No,0,1
CUST-12423,60,Month-to-month,90.22,5208.33,DSL,No,No,Bank transfer,No,0,Yes,Yes,2,0
CUST-12424,25,One year,34.81,819.93,DSL,No,No,Electronic check,Yes,0,No,No,2,0
CUST-12425,40,Month-to-month,87.87,3259.22,Fiber optic,No,No,Bank transfer,No,0,No,No,1,0
CUST-12426,11,Month-to-month,45.48,540.02,Fiber optic,Yes,Yes,Bank transfer,No,0,No,No,1,1
CUST-12427,28,Month-to-month,79.07,2123.74,No,No,No,Credit card,No,0,No,No,1,0
CUST-12428,55,Month-to-month,59.24,3122.0,DSL,Yes,Yes,Electronic check,No,1,No,No,1,0
CUST-12429,19,Month-to-month,111.97,2216.34,Fiber optic,No,No,Bank transfer,Yes,0,No,No,0,1
CUST-12430,9,Month-to-month,52.46,507.16,DSL,No,No,Credit card,Yes,0,No,No,2,0
CUST-12431,38,Two year,70.36,2681.05,Fiber optic,Yes,No,Electronic check,Yes,0,Yes,No,2,0
CUST-12432,11,Two year,83.2,945.63,DSL,Yes,Yes,Mailed check,No,1,No,Yes,0,0
CUST-12433,22,Month-to-month,38.78,864.76,Fiber optic,Yes,Yes,Bank transfer,No,1,No,Yes,1,0
CUST-12434,32,One year,62.81,1986.57,DSL,Yes,No,Electronic check,Yes,0,No,Yes,5,0
CUST-12435,41,One year,57.0,2195.37,DSL,No,No,Electronic check,No,1,No,No,1,0
CUST-12436,46,Two year,49.59,2231.13,Fiber optic,Yes,Yes,Credit card,Yes,1,No,No,2,0
CUST-12437,49,Month-to-month,51.81,2571.22,Fiber optic,No,Yes,Bank transfer,Yes,1,Yes,No,0,1
CUST-12438,61,Month-to-month,98.36,5699.02,Fiber optic,No,Yes,Electronic check,Yes,0,Yes,Yes,3,0
CUST-12439,4,Month-to-month,47.04,223.3,DSL,Yes,No,Credit card,No,0,No,No,4,1
CUST-12440,26,Month-to-month,81.99,2084.47,No,Yes,No,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-12441,0,Month-to-month,74.44,72.12,DSL,No,No,Mailed check,No,0,Yes,No,1,1
CUST-12442,0,Two year,23.09,22.23,Fiber optic,No,No,Credit card,No,0,No,Yes,2,0
CUST-12443,15,Two year,80.58,1221.86,No,Yes,No,Mailed check,Yes,0,No,No,0,1
CUST-12444,43,Month-to-month,22.59,899.26,Fiber optic,Yes,Yes,Mailed check,Yes,1,Yes,No,1,0
CUST-12445,65,Month-to-month,83.84,5126.48,DSL,No,Yes,Bank transfer,No,0,No,No,0,1
CUST-12446,56,Month-to-month,49.78,2642.96,Fiber optic,No,Yes,Electronic check,No,0,Yes,No,1,0
CUST-12447,47,Month-to-month,65.25,3048.22,DSL,Yes,No,Electronic check,Yes,0,No,No,1,0
CUST-12448,56,One year,26.17,1401.63,Fiber optic,No,No,Electronic check,Yes,0,No,No,2,0
CUST-12449,12,Month-to-month,68.67,837.21,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,No,1,1
CUST-12450,61,Two year,92.81,5435.36,Fiber optic,No,No,Electronic check,Yes,0,No,Yes,1,0
CUST-12451,64,Two year,40.79,2500.75,No,Yes,No,Bank transfer,Yes,0,No,No,0,0
CUST-12452,6,One year,46.78,318.21,DSL,No,No,Credit card,No,0,No,No,4,0
CUST-12453,34,One year,78.64,2661.66,DSL,Yes,No,Mailed check,Yes,0,Yes,No,0,0
CUST-12454,60,Month-to-month,79.39,4727.95,Fiber optic,No,No,Electronic check,No,0,No,No,3,1
CUST-12455,34,Month-to-month,18.0,580.07,Fiber optic,Yes,Yes,Electronic check,Yes,0,Yes,No,3,0
CUST-12456,61,Month-to-month,120.0,7247.64,Fiber optic,No,No,Electronic check,No,0,Yes,No,2,0
CUST-12457,68,One year,80.86,5186.66,Fiber optic,No,No,Bank transfer,No,1,Yes,Yes,2,0
CUST-12458,34,Month-to-month,85.91,2706.18,Fiber optic,No,No,Mailed check,Yes,0,Yes,No,3,1
CUST-12459,4,Two year,60.69,292.51,No,No,Yes,Mailed check,Yes,1,Yes,No,3,0
CUST-12460,24,Month-to-month,18.0,405.53,Fiber optic,Yes,No,Credit card,Yes,0,No,Yes,0,0
CUST-12461,15,Month-to-month,85.24,1240.82,DSL,Yes,Yes,Mailed check,Yes,0,Yes,Yes,0,0
CUST-12462,34,Month-to-month,48.04,1520.18,DSL,No,No,Bank transfer,No,0,No,No,2,0
CUST-12463,42,Two year,81.32,3359.11,Fiber optic,Yes,No,Credit card,No,0,Yes,Yes,1,0
CUST-12464,33,Month-to-month,58.44,1829.57,DSL,Yes,Yes,Electronic check,No,0,No,No,0,1
CUST-12465,14,Month-to-month,72.14,1061.45,DSL,No,No,Electronic check,No,0,No,No,2,1
CUST-12466,21,Month-to-month,41.75,859.38,DSL,Yes,No,Electronic check,Yes,0,Yes,No,1,0
CUST-12467,49,One year,90.93,4244.24,Fiber optic,Yes,No,Electronic check,Yes,0,No,No,5,0
CUST-12468,1,Two year,29.35,55.85,No,No,No,Credit card,Yes,0,Yes,Yes,4,0
CUST-12469,15,Month-to-month,120.0,1876.81,Fiber optic,No,No,Credit card,No,0,No,Yes,4,1
CUST-12470,65,Two year,120.0,7679.55,DSL,No,Yes,Bank transfer,Yes,0,No,No,1,0
CUST-12471,7,Month-to-month,113.98,839.49,Fiber optic,Yes,No,Electronic check,Yes,1,No,No,2,1
CUST-12472,30,One year,103.26,3125.36,Fiber optic,No,No,Credit card,No,1,Yes,No,1,0
CUST-12473,15,Month-to-month,62.46,950.07,No,No,No,Credit card,Yes,0,No,No,1,1
CUST-12474,7,Month-to-month,100.0,798.99,Fiber optic,Yes,No,Mailed check,Yes,0,No,No,3,1
CUST-12475,30,One year,62.11,1832.38,Fiber optic,No,No,Bank transfer,Yes,1,No,No,3,0
CUST-12476,38,Month-to-month,18.39,666.01,No,No,Yes,Bank transfer,Yes,0,Yes,No,1,0
CUST-12477,12,Month-to-month,110.1,1397.11,Fiber optic,No,No,Bank transfer,Yes,0,No,No,1,1
CUST-12478,5,Two year,98.86,535.58,DSL,Yes,No,Mailed check,Yes,0,No,Yes,2,0
CUST-12479,9,Two year,64.06,622.96,Fiber optic,No,Yes,Mailed check,Yes,0,No,No,1,0
CUST-12480,47,Month-to-month,28.24,1293.6,Fiber optic,Yes,Yes,Mailed check,No,0,No,No,1,0
CUST-12481,62,One year,47.41,2740.61,Fiber optic,Yes,Yes,Mailed check,Yes,0,Yes,No,4,0
CUST-12482,13,One year,18.0,227.41,No,Yes,No,Credit card,No,0,Yes,Yes,2,0
CUST-12483,23,Month-to-month,93.35,2026.8,DSL,No,Yes,Credit card,No,0,No,Yes,1,0
CUST-12484,25,Two year,18.0,425.03,Fiber optic,Yes,Yes,Electronic check,No,0,Yes,Yes,3,1
CUST-12485,26,Month-to-month,73.6,1885.4,DSL,No,Yes,Electronic check,No,0,No,Yes,2,1
CUST-12486,17,One year,39.69,693.53,DSL,No,No,Mailed check,Yes,0,Yes,No,3,0
CUST-12487,4,Month-to-month,22.2,101.39,Fiber optic,Yes,Yes,Credit card,Yes,0,Yes,No,0,0
CUST-12488,38,Month-to-month,72.15,2577.2,Fiber optic,No,Yes,Bank transfer,Yes,0,Yes,Yes,2,0
CUST-12489,26,Month-to-month,54.99,1457.12,Fiber optic,No,No,Credit card,Yes,1,No,No,0,1
CUST-12490,24,Month-to-month,90.15,2079.74,DSL,Yes,Yes,Bank transfer,No,0,No,No,0,0
CUST-12491,19,Two year,26.97,530.12,DSL,No,Yes,Bank transfer,Yes,0,No,Yes,1,0
CUST-12492,67,Two year,42.28,2614.86,Fiber optic,No,No,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-12493,44,Month-to-month,18.0,796.79,Fiber optic,No,Yes,Electronic check,Yes,0,Yes,No,2,0
CUST-12494,30,Month-to-month,18.0,543.08,Fiber optic,No,Yes,Electronic check,No,1,No,No,2,0
CUST-12495,14,Month-to-month,118.95,1632.17,Fiber optic,No,No,Bank transfer,Yes,1,Yes,No,0,1
CUST-12496,58,Month-to-month,120.0,6611.26,No,No,Yes,Mailed check,Yes,0,No,Yes,2,0
CUST-12497,64,Month-to-month,67.78,4111.89,Fiber optic,Yes,No,Bank transfer,No,0,No,No,2,1
CUST-12498,2,Two year,40.29,110.4,Fiber optic,Yes,No,Mailed check,No,0,Yes,No,0,0
CUST-12499,67,One year,56.05,3573.99,Fiber optic,No,No,Electronic check,Yes,0,No,No,2,0
CUST-12500,51,Month-to-month,91.21,4590.12,Fiber optic,Yes,No,Bank transfer,Yes,0,Yes,No,1,0
CUST-12501,7,Month-to-month,49.57,385.87,No,Yes,No,Credit card,No,0,Yes,Yes,1,1
CUST-12502,54,One year,72.13,3650.93,Fiber optic,Yes,No,Mailed check,Yes,0,Yes,No,1,0
CUST-12503,7,Month-to-month,64.62,502.58,Fiber optic,No,No,Electronic check,No,0,Yes,No,2,1
CUST-12504,3,Month-to-month,47.94,177.7,Fiber optic,No,No,Mailed check,No,1,Yes,No,0,1
CUST-12505,8,Month-to-month,49.21,400.48,Fiber optic,Yes,No,Credit card,No,0,No,Yes,0,0
CUST-12506,33,Month-to-month,73.8,2307.12,No,Yes,No,Mailed check,No,0,Yes,No,0,1
CUST-12507,45,Month-to-month,35.69,1533.75,No,Yes,Yes,Electronic check,No,0,Yes,No,2,0
CUST-12508,29,One year,78.55,2129.31,DSL,Yes,No,Credit card,Yes,0,No,Yes,1,0
CUST-12509,8,Month-to-month,50.85,416.25,DSL,No,No,Electronic check,Yes,1,Yes,No,0,1
CUST-12510,14,One year,68.82,965.85,Fiber optic,Yes,No,Electronic check,No,0,No,Yes,2,1
CUST-12511,62,Month-to-month,106.52,6660.15,Fiber optic,No,No,Bank transfer,Yes,0,Yes,Yes,3,0
CUST-12512,70,Two year,59.95,4101.43,No,Yes,Yes,Mailed check,No,0,No,Yes,0,0
CUST-12513,55,Month-to-month,92.59,5151.01,DSL,Yes,Yes,Electronic check,Yes,0,No,No,1,0
CUST-12514,7,Month-to-month,18.0,130.14,No,No,No,Electronic check,Yes,0,Yes,No,2,1
CUST-12515,59,Month-to-month,50.89,3013.12,Fiber optic,Yes,No,Electronic check,Yes,0,Yes,No,1,0
CUST-12516,50,Month-to-month,65.83,3067.15,DSL,Yes,No,Electronic check,No,0,Yes,No,0,1
CUST-12517,38,Month-to-month,120.0,4322.89,DSL,Yes,Yes,Electronic check,Yes,1,No,Yes,0,1
CUST-12518,10,One year,18.0,180.19,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,No,0,0
CUST-12519,72,Month-to-month,62.11,4267.06,DSL,Yes,Yes,Credit card,Yes,0,No,No,2,0
CUST-12520,32,Month-to-month,108.7,3301.01,Fiber optic,No,Yes,Mailed check,Yes,0,No,No,0,1
CUST-12521,3,Month-to-month,41.45,161.48,Fiber optic,No,No,Electronic check,No,1,No,No,0,1
CUST-12522,15,One year,58.61,914.78,Fiber optic,No,No,Credit card,No,0,Yes,Yes,1,0
CUST-12523,29,Two year,74.95,2088.97,DSL,No,No,Bank transfer,No,1,No,No,2,0
CUST-12524,4,One year,70.54,345.64,No,No,No,Credit card,No,0,Yes,No,1,0
CUST-12525,23,One year,111.97,2462.53,Fiber optic,No,Yes,Bank transfer,Yes,0,No,No,1,0
CUST-12526,34,One year,78.45,2482.23,Fiber optic,No,No,Mailed check,No,0,Yes,No,0,0
CUST-12527,69,One year,104.83,6725.4,Fiber optic,No,No,Bank transfer,No,0,No,Yes,2,0
CUST-12528,6,Month-to-month,54.2,350.78,Fiber optic,No,No,Electronic check,No,0,No,No,1,1
CUST-12529,42,One year,42.78,1664.84,No,Yes,No,Mailed check,Yes,1,Yes,No,1,0
CUST-12530,66,One year,58.23,3554.1,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,Yes,2,0
CUST-12531,58,Month-to-month,30.23,1659.2,Fiber optic,Yes,Yes,Mailed check,Yes,0,Yes,Yes,2,0
CUST-12532,67,One year,79.51,5326.9,DSL,No,No,Credit card,Yes,0,No,No,1,0
CUST-12533,12,Month-to-month,53.42,684.42,DSL,Yes,No,Credit card,Yes,0,Yes,No,3,1
CUST-12534,58,Month-to-month,44.85,2644.45,Fiber optic,Yes,No,Mailed check,No,0,Yes,No,2,1
CUST-12535,71,Month-to-month,79.96,5237.83,DSL,Yes,Yes,Credit card,Yes,0,Yes,No,2,1
CUST-12536,23,One year,30.69,663.04,Fiber optic,Yes,No,Electronic check,Yes,1,Yes,No,0,0
CUST-12537,36,Two year,88.12,3118.81,No,Yes,Yes,Credit card,No,0,Yes,No,3,0
CUST-12538,38,Month-to-month,50.65,1896.98,Fiber optic,Yes,No,Bank transfer,No,0,Yes,Yes,1,0
CUST-12539,36,Month-to-month,99.77,3409.52,DSL,No,Yes,Bank transfer,Yes,0,Yes,Yes,2,1
CUST-12540,21,Month-to-month,53.22,1147.08,Fiber optic,No,No,Bank transfer,Yes,0,Yes,Yes,2,0
CUST-12541,70,Month-to-month,83.96,5934.9,DSL,No,Yes,Credit card,No,0,Yes,No,2,0
CUST-12542,69,Two year,70.39,4598.0,Fiber optic,No,Yes,Bank transfer,No,0,Yes,No,1,0
CUST-12543,27,Month-to-month,87.32,2431.72,Fiber optic,Yes,Yes,Credit card,No,0,No,No,1,1
